Site,Depth,Transect,Species,Status,Number.Observations,Year
Tung Ping Chau,1,T3,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,1,T3,Platygyra carnosus / acuta,1,3,2024
Tung Ping Chau,1,T3,Porites lutea,1,1,2024
Tung Ping Chau,1,T3,Porites lutea,1,1,2024
Tung Ping Chau,1,T3,Porites lutea,1,1,2024
Tung Ping Chau,1,T3,Porites lutea,1,13,2024
Tung Ping Chau,1,T3,Porites lutea,1,4,2024
Tung Ping Chau,1,T3,Porites lutea,0,2,2024
Tung Ping Chau,1,T3,Psammocora superficialis,1,4,2024
Tung Ping Chau,1,T3,Psammocora superficialis,1,1,2024
Tung Ping Chau,1,T3,Turbinaria peltata,1,1,2024
Tung Ping Chau,1,T3,Turbinaria peltata,1,1,2024
Tung Ping Chau,2,T1,Acropora sp.,1,1,2024
Tung Ping Chau,2,T1,Acropora sp.,1,4,2024
Tung Ping Chau,2,T1,Cyphastrea serailia / japonica,1,1,2024
Tung Ping Chau,2,T1,Cyphastrea serailia / japonica,1,1,2024
Tung Ping Chau,2,T1,Dipsastraea rotumana / speciosa,1,6,2024
Tung Ping Chau,2,T1,Dipsastraea rotumana / speciosa,1,4,2024
Tung Ping Chau,2,T1,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,2,T1,Dipsastraea rotumana / speciosa,0,2,2024
Tung Ping Chau,2,T1,Favites abdita or sp.,1,2,2024
Tung Ping Chau,2,T1,Favites abdita or sp.,1,2,2024
Tung Ping Chau,2,T1,Favites pentagona,1,1,2024
Tung Ping Chau,2,T1,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,2,T1,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,2,T1,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,2,T1,Hydnophora exesa,1,2,2024
Tung Ping Chau,2,T1,Pavona decussata,1,8,2024
Tung Ping Chau,2,T1,Pavona decussata,1,2,2024
Tung Ping Chau,2,T1,Pavona decussata,1,4,2024
Tung Ping Chau,2,T1,Pavona decussata,1,7,2024
Tung Ping Chau,2,T1,Pavona decussata,0,2,2024
Tung Ping Chau,2,T1,Pavona decussata,1,3,2024
Tung Ping Chau,2,T1,Pavona decussata,1,2,2024
Tung Ping Chau,2,T1,Pavona decussata,0,1,2024
Tung Ping Chau,2,T1,Platygyra carnosus / acuta,1,8,2024
Tung Ping Chau,2,T1,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T1,Platygyra carnosus / acuta,1,4,2024
Tung Ping Chau,2,T1,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T1,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,2,T1,Porites aranetai / deformis,1,2,2024
Tung Ping Chau,2,T1,Porites aranetai / deformis,0,3,2024
Tung Ping Chau,2,T1,Porites aranetai / deformis,1,2,2024
Tung Ping Chau,2,T1,Porites aranetai / deformis,0,3,2024
Tung Ping Chau,2,T1,Porites aranetai / deformis,1,2,2024
Tung Ping Chau,2,T1,Porites lutea,1,5,2024
Tung Ping Chau,2,T1,Porites lutea,1,2,2024
Tung Ping Chau,2,T1,Porites lutea,1,12,2024
Tung Ping Chau,2,T1,Porites lutea,1,7,2024
Tung Ping Chau,2,T1,Porites lutea,0,4,2024
Tung Ping Chau,2,T1,Porites lutea,1,8,2024
Tung Ping Chau,2,T1,Porites lutea,1,4,2024
Tung Ping Chau,2,T1,Porites lutea,0,3,2024
Tung Ping Chau,2,T1,Turbinaria peltata,1,1,2024
Tung Ping Chau,2,T2,Acropora sp.,1,1,2024
Tung Ping Chau,2,T2,Acropora sp.,1,1,2024
Tung Ping Chau,2,T2,Acropora sp.,1,2,2024
Tung Ping Chau,2,T2,Dipsastraea rotumana / speciosa,1,9,2024
Tung Ping Chau,2,T2,Dipsastraea rotumana / speciosa,1,5,2024
Tung Ping Chau,2,T2,Dipsastraea rotumana / speciosa,1,6,2024
Tung Ping Chau,2,T2,Dipsastraea rotumana / speciosa,1,10,2024
Tung Ping Chau,2,T2,Favites abdita or sp.,1,1,2024
Tung Ping Chau,2,T2,Favites abdita or sp.,1,1,2024
Tung Ping Chau,2,T2,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T2,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T2,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T2,Pavona decussata,1,1,2024
Tung Ping Chau,2,T2,Pavona decussata,1,2,2024
Tung Ping Chau,2,T2,Pavona decussata,0,1,2024
Tung Ping Chau,2,T2,Pavona decussata,1,6,2024
Tung Ping Chau,2,T2,Pavona decussata,0,1,2024
Tung Ping Chau,2,T2,Pavona decussata,1,1,2024
Tung Ping Chau,2,T2,Pavona decussata,1,3,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,4,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,3,2024
Tung Ping Chau,2,T2,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T2,Porites aranetai / deformis,1,3,2024
Tung Ping Chau,2,T2,Porites aranetai / deformis,0,1,2024
Tung Ping Chau,2,T2,Porites aranetai / deformis,1,1,2024
Tung Ping Chau,2,T2,Porites lutea,1,5,2024
Tung Ping Chau,2,T2,Porites lutea,1,2,2024
Tung Ping Chau,2,T2,Porites lutea,1,13,2024
Tung Ping Chau,2,T2,Porites lutea,1,7,2024
Tung Ping Chau,2,T2,Porites lutea,0,2,2024
Tung Ping Chau,2,T2,Porites lutea,1,9,2024
Tung Ping Chau,2,T2,Porites lutea,1,8,2024
Tung Ping Chau,2,T2,Psammocora superficialis,1,2,2024
Tung Ping Chau,2,T2,Psammocora superficialis,1,2,2024
Tung Ping Chau,2,T2,Psammocora superficialis,1,1,2024
Tung Ping Chau,2,T2,Turbinaria peltata,1,1,2024
Tung Ping Chau,2,T3,Acropora sp.,1,1,2024
Tung Ping Chau,2,T3,Acropora sp.,1,2,2024
Tung Ping Chau,2,T3,Acropora sp.,1,5,2024
Tung Ping Chau,2,T3,Dipsastraea rotumana / speciosa,1,8,2024
Tung Ping Chau,2,T3,Dipsastraea rotumana / speciosa,1,3,2024
Tung Ping Chau,2,T3,Dipsastraea rotumana / speciosa,1,8,2024
Tung Ping Chau,2,T3,Dipsastraea rotumana / speciosa,1,5,2024
Tung Ping Chau,2,T3,Dipsastraea rotumana / speciosa,0,1,2024
Tung Ping Chau,2,T3,Favites abdita or sp.,1,5,2024
Tung Ping Chau,2,T3,Favites abdita or sp.,1,1,2024
Tung Ping Chau,2,T3,Favites abdita or sp.,1,3,2024
Tung Ping Chau,2,T3,Favites abdita or sp.,1,1,2024
Tung Ping Chau,2,T3,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T3,Favites chinensis  / Gonia aspera,1,3,2024
Tung Ping Chau,2,T3,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T3,Favites chinensis  / Gonia aspera,1,1,2024
Tung Ping Chau,2,T3,Goniopora columna or sp.,1,2,2024
Tung Ping Chau,2,T3,Goniopora columna or sp.,1,3,2024
Tung Ping Chau,2,T3,Goniopora columna or sp.,1,4,2024
Tung Ping Chau,2,T3,Pavona decussata,1,1,2024
Tung Ping Chau,2,T3,Pavona decussata,1,3,2024
Tung Ping Chau,2,T3,Pavona decussata,1,1,2024
Tung Ping Chau,2,T3,Platygyra carnosus / acuta,1,5,2024
Tung Ping Chau,2,T3,Platygyra carnosus / acuta,1,4,2024
Tung Ping Chau,2,T3,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,2,T3,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,2,T3,Porites aranetai / deformis,1,6,2024
Tung Ping Chau,2,T3,Porites aranetai / deformis,0,3,2024
Tung Ping Chau,2,T3,Porites aranetai / deformis,1,1,2024
Tung Ping Chau,2,T3,Porites lutea,1,5,2024
Tung Ping Chau,2,T3,Porites lutea,1,3,2024
Tung Ping Chau,2,T3,Porites lutea,1,21,2024
Tung Ping Chau,2,T3,Porites lutea,1,5,2024
Tung Ping Chau,2,T3,Porites lutea,0,2,2024
Tung Ping Chau,2,T3,Porites lutea,1,13,2024
Tung Ping Chau,2,T3,Porites lutea,1,4,2024
Tung Ping Chau,2,T3,Porites lutea,0,2,2024
Tung Ping Chau,2,T3,Psammocora superficialis,1,1,2024
Tung Ping Chau,2,T3,Psammocora superficialis,1,1,2024
Tung Ping Chau,3,T1,Cyphastrea serailia / japonica,1,2,2024
Tung Ping Chau,3,T1,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T1,Dipsastraea rotumana / speciosa,1,3,2024
Tung Ping Chau,3,T1,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T1,Dipsastraea rotumana / speciosa,0,4,2024
Tung Ping Chau,3,T1,Favites abdita or sp.,0,1,2024
Tung Ping Chau,3,T1,Favites abdita or sp.,0,1,2024
Tung Ping Chau,3,T1,Favites pentagona,1,1,2024
Tung Ping Chau,3,T1,Leptastrea purpurea / pruinosa / sp.,1,1,2024
Tung Ping Chau,3,T1,Leptastrea purpurea / pruinosa / sp.,1,1,2024
Tung Ping Chau,3,T1,Pavona decussata,1,1,2024
Tung Ping Chau,3,T1,Pavona decussata,1,7,2024
Tung Ping Chau,3,T1,Pavona decussata,0,2,2024
Tung Ping Chau,3,T1,Pavona decussata,1,1,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,1,3,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,0,1,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,0,2,2024
Tung Ping Chau,3,T1,Platygyra carnosus / acuta,0,1,2024
Tung Ping Chau,3,T1,Porites lutea,1,1,2024
Tung Ping Chau,3,T1,Porites lutea,1,1,2024
Tung Ping Chau,3,T1,Porites lutea,1,3,2024
Tung Ping Chau,3,T1,Porites lutea,0,7,2024
Tung Ping Chau,3,T1,Porites lutea,1,3,2024
Tung Ping Chau,3,T1,Porites lutea,1,7,2024
Tung Ping Chau,3,T1,Porites lutea,0,5,2024
Tung Ping Chau,3,T1,Psammocora superficialis,0,1,2024
Tung Ping Chau,3,T2,Acropora sp.,0,1,2024
Tung Ping Chau,3,T2,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T2,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T2,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T2,Dipsastraea rotumana / speciosa,0,8,2024
Tung Ping Chau,3,T2,Favites pentagona,0,1,2024
Tung Ping Chau,3,T2,Favites pentagona,0,2,2024
Tung Ping Chau,3,T2,Goniopora columna or sp.,1,2,2024
Tung Ping Chau,3,T2,Goniopora columna or sp.,0,1,2024
Tung Ping Chau,3,T2,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,3,T2,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,3,T2,Goniopora columna or sp.,1,2,2024
Tung Ping Chau,3,T2,Hydnophora exesa,1,1,2024
Tung Ping Chau,3,T2,Leptastrea purpurea / pruinosa / sp.,0,1,2024
Tung Ping Chau,3,T2,Pavona decussata,1,1,2024
Tung Ping Chau,3,T2,Pavona decussata,1,9,2024
Tung Ping Chau,3,T2,Pavona decussata,0,2,2024
Tung Ping Chau,3,T2,Pavona decussata,1,1,2024
Tung Ping Chau,3,T2,Pavona decussata,1,10,2024
Tung Ping Chau,3,T2,Pavona decussata,0,2,2024
Tung Ping Chau,3,T2,Pavona decussata,1,2,2024
Tung Ping Chau,3,T2,Pavona decussata,1,3,2024
Tung Ping Chau,3,T2,Pavona decussata,0,4,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,6,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,3,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,3,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,0,4,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,4,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T2,Platygyra carnosus / acuta,0,4,2024
Tung Ping Chau,3,T2,Porites aranetai / deformis,1,1,2024
Tung Ping Chau,3,T2,Porites aranetai / deformis,1,1,2024
Tung Ping Chau,3,T2,Porites lutea,1,2,2024
Tung Ping Chau,3,T2,Porites lutea,1,3,2024
Tung Ping Chau,3,T2,Porites lutea,1,1,2024
Tung Ping Chau,3,T2,Porites lutea,1,6,2024
Tung Ping Chau,3,T2,Porites lutea,0,3,2024
Tung Ping Chau,3,T2,Psammocora superficialis,1,1,2024
Tung Ping Chau,3,T2,Psammocora superficialis,1,1,2024
Tung Ping Chau,3,T2,Psammocora superficialis,1,1,2024
Tung Ping Chau,3,T2,Turbinaria peltata,0,1,2024
Tung Ping Chau,3,T3,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T3,Dipsastraea rotumana / speciosa,1,6,2024
Tung Ping Chau,3,T3,Dipsastraea rotumana / speciosa,1,1,2024
Tung Ping Chau,3,T3,Dipsastraea rotumana / speciosa,0,12,2024
Tung Ping Chau,3,T3,Favites chinensis  / Gonia aspera,0,1,2024
Tung Ping Chau,3,T3,Favites pentagona,1,1,2024
Tung Ping Chau,3,T3,Galaxea fascicularis / astreata,0,1,2024
Tung Ping Chau,3,T3,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,3,T3,Goniopora columna or sp.,1,2,2024
Tung Ping Chau,3,T3,Goniopora columna or sp.,1,1,2024
Tung Ping Chau,3,T3,Goniopora columna or sp.,1,6,2024
Tung Ping Chau,3,T3,Goniopora columna or sp.,1,5,2024
Tung Ping Chau,3,T3,Leptastrea purpurea / pruinosa / sp.,0,1,2024
Tung Ping Chau,3,T3,Montipora peltiformis,1,1,2024
Tung Ping Chau,3,T3,Pavona decussata,1,22,2024
Tung Ping Chau,3,T3,Pavona decussata,0,13,2024
Tung Ping Chau,3,T3,Pavona decussata,1,1,2024
Tung Ping Chau,3,T3,Pavona decussata,1,7,2024
Tung Ping Chau,3,T3,Pavona decussata,0,4,2024
Tung Ping Chau,3,T3,Pavona decussata,1,4,2024
Tung Ping Chau,3,T3,Pavona decussata,0,4,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,0,1,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,2,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,5,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,0,2,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,1,1,2024
Tung Ping Chau,3,T3,Platygyra carnosus / acuta,0,2,2024
Tung Ping Chau,3,T3,Porites aranetai / deformis,0,2,2024
Tung Ping Chau,3,T3,Porites lutea,1,3,2024
Tung Ping Chau,3,T3,Porites lutea,1,13,2024
Tung Ping Chau,3,T3,Porites lutea,1,2,2024
Tung Ping Chau,3,T3,Porites lutea,1,2,2024
Tung Ping Chau,3,T3,Porites lutea,0,8,2024
Tung Ping Chau,3,T3,Psammocora superficialis,1,2,2024
Tung Ping Chau,3,T3,Psammocora superficialis,1,3,2024
Tung Ping Chau,3,T3,Psammocora superficialis,0,1,2024
Tung Ping Chau,3,T3,Turbinaria peltata,1,1,2024
